fecha,tpm,imacec,ipc,dolar
2007-03-20,5.0,,,536.02
2007-03-21,5.0,,,535.8
2007-03-22,5.0,,,535.77
2007-03-23,5.0,,,535.36
2007-03-26,5.0,,,537.45
2007-03-27,5.0,,,538.49
2007-03-28,5.0,,,539.57
2007-03-29,5.0,,,540.77
2007-03-30,5.0,,,539.37
2007-04-01,,6.2,0.6,
2007-04-02,5.0,,,539.21
2007-04-03,5.0,,,539.69
2007-04-04,5.0,,,537.86
2007-04-05,5.0,,,537.53
2007-04-09,5.0,,,536.81
2007-04-10,5.0,,,535.45
2007-04-11,5.0,,,534.93
2007-04-12,5.0,,,532.75
2007-04-13,5.0,,,532.52
2007-04-16,5.0,,,532.02
2007-04-17,5.0,,,530.51
2007-04-18,5.0,,,529.28
2007-04-19,5.0,,,529.31
2007-04-20,5.0,,,530.14
2007-04-23,5.0,,,528.49
2007-04-24,5.0,,,528.3
2007-04-25,5.0,,,529.1
2007-04-26,5.0,,,527.55
2007-04-27,5.0,,,527.49
2007-04-30,5.0,,,527.08
2007-05-01,,5.1,0.6,
2007-05-02,5.0,,,525.96
2007-05-03,5.0,,,525.16
2007-05-04,5.0,,,523.54
2007-05-07,5.0,,,520.72
2007-05-08,5.0,,,517.83
2007-05-09,5.0,,,519.33
2007-05-10,5.0,,,519.13
2007-05-11,5.0,,,518.46
2007-05-14,5.0,,,518.33
2007-05-15,5.0,,,518.63
2007-05-16,5.0,,,518.18
2007-05-17,5.0,,,517.64
2007-05-18,5.0,,,521.41
2007-05-22,5.0,,,521.94
2007-05-23,5.0,,,522.01
2007-05-24,5.0,,,525.14
2007-05-25,5.0,,,525.61
2007-05-28,5.0,,,523.29
2007-05-29,5.0,,,526.31
2007-05-30,5.0,,,526.2
2007-05-31,5.0,,,527.52
2007-06-01,5.0,6.0,0.9,525.1
2007-06-04,5.0,,,524.3
2007-06-05,5.0,,,525.7
2007-06-06,5.0,,,524.77
2007-06-07,5.0,,,526.55
2007-06-08,5.0,,,527.63
2007-06-11,5.0,,,529.18
2007-06-12,5.0,,,527.85
2007-06-13,5.0,,,528.39
2007-06-14,5.0,,,529.32
2007-06-15,5.0,,,529.0
2007-06-18,5.0,,,526.43
2007-06-19,5.0,,,524.59
2007-06-20,5.0,,,524.1
2007-06-21,5.0,,,524.15
2007-06-22,5.0,,,525.41
2007-06-25,5.0,,,526.05
2007-06-26,5.0,,,527.38
2007-06-27,5.0,,,527.96
2007-06-28,5.0,,,529.78
2007-06-29,5.0,,,527.46
2007-07-01,,3.2,1.1,
2007-07-03,5.0,,,526.86
2007-07-04,5.0,,,525.56
2007-07-05,5.0,,,523.86
2007-07-06,5.0,,,523.97
2007-07-09,5.0,,,522.16
2007-07-10,5.0,,,519.55
2007-07-11,5.0,,,520.01
2007-07-12,5.0,,,518.84
2007-07-13,5.25,,,516.81
2007-07-17,5.25,,,514.66
2007-07-18,5.25,,,515.33
2007-07-19,5.25,,,516.01
2007-07-20,5.25,,,513.0
2007-07-23,5.25,,,515.72
2007-07-24,5.25,,,514.82
2007-07-25,5.25,,,517.37
2007-07-26,5.25,,,520.55
2007-07-27,5.25,,,523.64
2007-07-30,5.25,,,524.29
2007-07-31,5.25,,,523.08
2007-08-01,5.25,4.8,1.1,521.17
2007-08-02,5.25,,,524.12
2007-08-03,5.25,,,521.1
2007-08-06,5.25,,,521.3
2007-08-07,5.25,,,523.2
2007-08-08,5.25,,,521.62
2007-08-09,5.25,,,518.19
2007-08-10,5.5,,,520.35
2007-08-13,5.5,,,522.78
2007-08-14,5.5,,,519.31
2007-08-16,5.5,,,521.22
2007-08-17,5.5,,,528.37
2007-08-20,5.5,,,524.52
2007-08-21,5.5,,,522.67
2007-08-22,5.5,,,523.19
2007-08-23,5.5,,,522.16
2007-08-24,5.5,,,524.1
2007-08-27,5.5,,,524.53
2007-08-28,5.5,,,524.29
2007-08-29,5.5,,,525.95
2007-08-30,5.5,,,525.53
2007-08-31,5.5,,,524.63
2007-09-01,,4.7,1.1,
2007-09-03,5.5,,,523.25
2007-09-04,5.5,,,524.05
2007-09-05,5.5,,,523.36
2007-09-06,5.5,,,523.85
2007-09-07,5.5,,,521.41
2007-09-10,5.5,,,520.76
2007-09-11,5.5,,,517.68
2007-09-12,5.5,,,516.12
2007-09-13,5.5,,,515.26
2007-09-14,5.75,,,513.75
2007-09-20,5.75,,,514.29
2007-09-21,5.75,,,510.55
2007-09-24,5.75,,,512.07
2007-09-25,5.75,,,513.05
2007-09-26,5.75,,,513.93
2007-09-27,5.75,,,512.39
2007-09-28,5.75,,,511.72
2007-10-01,5.75,4.2,0.3,511.23
2007-10-02,5.75,,,509.23
2007-10-03,5.75,,,507.63
2007-10-04,5.75,,,505.61
2007-10-05,5.75,,,506.94
2007-10-08,5.75,,,503.89
2007-10-09,5.75,,,500.84
2007-10-10,5.75,,,498.46
2007-10-11,5.75,,,496.69
2007-10-12,5.75,,,493.74
2007-10-16,5.75,,,496.21
2007-10-17,5.75,,,499.56
2007-10-18,5.75,,,500.56
2007-10-19,5.75,,,503.2
2007-10-22,5.75,,,500.79
2007-10-23,5.75,,,504.25
2007-10-24,5.75,,,503.4
2007-10-25,5.75,,,504.65
2007-10-26,5.75,,,500.6
2007-10-29,5.75,,,494.77
2007-10-30,5.75,,,494.85
2007-10-31,5.75,,,494.64
2007-11-01,,4.8,0.8,
2007-11-02,5.75,,,493.14
2007-11-05,5.75,,,496.27
2007-11-06,5.75,,,501.23
2007-11-07,5.75,,,500.9
2007-11-08,5.75,,,503.7
2007-11-09,5.75,,,504.17
2007-11-12,5.75,,,505.8
2007-11-13,5.75,,,507.39
2007-11-14,5.75,,,506.8
2007-11-15,5.75,,,504.96
2007-11-16,5.75,,,506.75
2007-11-19,5.75,,,507.6
2007-11-20,5.75,,,507.89
2007-11-21,5.75,,,509.01
2007-11-22,5.75,,,512.16
2007-11-23,5.75,,,513.11
2007-11-26,5.75,,,513.88
2007-11-27,5.75,,,514.26
2007-11-28,5.75,,,516.25
2007-11-29,5.75,,,512.24
2007-11-30,5.75,,,508.47
2007-12-01,,5.6,0.5,
2007-12-03,5.75,,,505.38
2007-12-04,5.75,,,506.79
2007-12-05,5.75,,,506.23
2007-12-06,5.75,,,502.55
2007-12-07,5.75,,,496.99
2007-12-10,5.75,,,496.59
2007-12-11,5.75,,,497.63
2007-12-12,5.75,,,497.5
2007-12-13,5.75,,,498.19
2007-12-14,6.0,,,499.66
2007-12-17,6.0,,,498.03
2007-12-18,6.0,,,500.9
2007-12-19,6.0,,,499.02
2007-12-20,6.0,,,499.79
2007-12-21,6.0,,,497.85
2007-12-24,6.0,,,496.25
2007-12-26,6.0,,,495.6
2007-12-27,6.0,,,495.49
2007-12-28,6.0,,,495.82
2008-01-01,,5.7,0.0,
2008-01-02,6.0,,,496.89
2008-01-03,6.0,,,498.05
2008-01-04,6.0,,,496.83
2008-01-07,6.0,,,495.73
2008-01-08,6.0,,,495.64
2008-01-09,6.0,,,490.21
2008-01-10,6.0,,,487.25
2008-01-11,6.25,,,484.83
2008-01-14,6.25,,,480.15
2008-01-15,6.25,,,471.67
2008-01-16,6.25,,,471.69
2008-01-17,6.25,,,478.28
2008-01-18,6.25,,,476.06
2008-01-21,6.25,,,476.32
2008-01-22,6.25,,,482.54
2008-01-23,6.25,,,480.86
2008-01-24,6.25,,,479.02
2008-01-25,6.25,,,471.41
2008-01-28,6.25,,,467.95
2008-01-29,6.25,,,469.46
2008-01-30,6.25,,,463.58
2008-01-31,6.25,,,465.3
2008-02-01,6.25,7.1,0.4,465.34
2008-02-04,6.25,,,464.65
2008-02-05,6.25,,,466.71
2008-02-06,6.25,,,472.35
2008-02-07,6.25,,,474.47
2008-02-08,6.25,,,476.44
2008-02-11,6.25,,,473.97
2008-02-12,6.25,,,468.93
2008-02-13,6.25,,,465.72
2008-02-14,6.25,,,466.41
2008-02-15,6.25,,,464.47
2008-02-18,6.25,,,465.17
2008-02-19,6.25,,,463.18
2008-02-20,6.25,,,464.36
2008-02-21,6.25,,,469.24
2008-02-22,6.25,,,468.29
2008-02-25,6.25,,,466.74
2008-02-26,6.25,,,467.2
2008-02-27,6.25,,,466.64
2008-02-28,6.25,,,463.26
2008-02-29,6.25,,,458.02
2008-03-01,,3.4,0.8,
2008-03-03,6.25,,,453.95
2008-03-04,6.25,,,454.94
2008-03-05,6.25,,,453.11
2008-03-06,6.25,,,449.49
2008-03-07,6.25,,,444.87
2008-03-10,6.25,,,444.04
2008-03-11,6.25,,,440.31
2008-03-12,6.25,,,435.1
2008-03-13,6.25,,,432.38
2008-03-14,6.25,,,433.41
2008-03-17,6.25,,,434.54
2008-03-18,6.25,,,438.53
2008-03-19,6.25,,,431.22
2008-03-20,6.25,,,435.6
2008-03-24,6.25,,,447.36
2008-03-25,6.25,,,452.2
2008-03-26,6.25,,,450.86
2008-03-27,6.25,,,446.36
2008-03-28,6.25,,,441.48
2008-03-31,6.25,,,439.09
2008-04-01,6.25,4.8,0.4,437.71
2008-04-02,6.25,,,438.39
2008-04-03,6.25,,,437.12
2008-04-04,6.25,,,440.02
2008-04-07,6.25,,,436.36
2008-04-08,6.25,,,433.98
2008-04-09,6.25,,,437.15
2008-04-10,6.25,,,435.48
2008-04-11,6.25,,,434.17
2008-04-14,6.25,,,448.67
2008-04-15,6.25,,,449.48
2008-04-16,6.25,,,453.6
2008-04-17,6.25,,,456.19
2008-04-18,6.25,,,457.2
2008-04-21,6.25,,,456.02
2008-04-22,6.25,,,456.41
2008-04-23,6.25,,,452.34
2008-04-24,6.25,,,445.48
2008-04-25,6.25,,,448.49
2008-04-28,6.25,,,454.07
2008-04-29,6.25,,,454.05
2008-04-30,6.25,,,459.16
2008-05-01,,4.1,1.2,
2008-05-02,6.25,,,461.49
2008-05-05,6.25,,,464.83
2008-05-06,6.25,,,466.23
2008-05-07,6.25,,,467.5
2008-05-08,6.25,,,469.42
2008-05-09,6.25,,,470.85
2008-05-12,6.25,,,471.03
2008-05-13,6.25,,,468.19
2008-05-14,6.25,,,466.5
2008-05-15,6.25,,,468.53
2008-05-16,6.25,,,466.99
2008-05-19,6.25,,,465.31
2008-05-20,6.25,,,467.05
2008-05-22,6.25,,,471.05
2008-05-23,6.25,,,471.83
2008-05-26,6.25,,,472.02
2008-05-27,6.25,,,474.82
2008-05-28,6.25,,,479.3
2008-05-29,6.25,,,479.4
2008-05-30,6.25,,,479.66
2008-06-01,,4.8,1.5,
2008-06-02,6.25,,,479.54
2008-06-03,6.25,,,483.17
2008-06-04,6.25,,,485.2
2008-06-05,6.25,,,489.58
2008-06-06,6.25,,,482.53
2008-06-09,6.25,,,482.8
2008-06-10,6.25,,,483.55
2008-06-11,6.75,,,484.9
2008-06-12,6.75,,,485.61
2008-06-13,6.75,,,497.13
2008-06-16,6.75,,,500.55
2008-06-17,6.75,,,499.66
2008-06-18,6.75,,,492.35
2008-06-19,6.75,,,490.51
2008-06-20,6.75,,,488.62
2008-06-23,6.75,,,493.56
2008-06-24,6.75,,,501.39
2008-06-25,6.75,,,505.11
2008-06-26,6.75,,,507.58
2008-06-27,6.75,,,512.38
2008-06-30,6.75,,,520.14
2008-07-01,6.75,6.6,1.1,526.05
2008-07-02,6.75,,,529.25
2008-07-03,6.75,,,517.27
2008-07-04,6.75,,,511.16
2008-07-07,6.75,,,510.55
2008-07-08,6.75,,,507.4
2008-07-09,6.75,,,505.75
2008-07-10,6.75,,,502.57
2008-07-11,7.25,,,503.4
2008-07-14,7.25,,,503.97
2008-07-15,7.25,,,498.28
2008-07-17,7.25,,,493.05
2008-07-18,7.25,,,488.89
2008-07-21,7.25,,,495.16
2008-07-22,7.25,,,495.1
2008-07-23,7.25,,,490.25
2008-07-24,7.25,,,494.85
2008-07-25,7.25,,,493.88
2008-07-28,7.25,,,491.75
2008-07-29,7.25,,,493.59
2008-07-30,7.25,,,494.36
2008-07-31,7.25,,,502.78
2008-08-01,7.25,2.1,0.9,506.64
2008-08-04,7.25,,,505.96
2008-08-05,7.25,,,510.84
2008-08-06,7.25,,,511.32
2008-08-07,7.25,,,513.24
2008-08-08,7.25,,,511.84
2008-08-11,7.25,,,517.32
2008-08-12,7.25,,,519.58
2008-08-13,7.25,,,519.74
2008-08-14,7.25,,,517.91
2008-08-18,7.75,,,515.23
2008-08-19,7.75,,,519.32
2008-08-20,7.75,,,523.48
2008-08-21,7.75,,,520.79
2008-08-22,7.75,,,520.23
2008-08-25,7.75,,,520.05
2008-08-26,7.75,,,521.02
2008-08-27,7.75,,,523.15
2008-08-28,7.75,,,519.91
2008-08-29,7.75,,,516.47
2008-09-01,7.75,2.8,1.1,512.81
2008-09-02,7.75,,,515.06
2008-09-03,7.75,,,516.41
2008-09-04,7.75,,,516.81
2008-09-05,8.25,,,515.91
2008-09-08,8.25,,,523.18
2008-09-09,8.25,,,523.78
2008-09-10,8.25,,,530.75
2008-09-11,8.25,,,531.19
2008-09-12,8.25,,,533.74
2008-09-15,8.25,,,528.03
2008-09-16,8.25,,,532.42
2008-09-17,8.25,,,540.8
2008-09-22,8.25,,,545.01
2008-09-23,8.25,,,531.9
2008-09-24,8.25,,,533.6
2008-09-25,8.25,,,540.11
2008-09-26,8.25,,,539.41
2008-09-29,8.25,,,540.01
2008-09-30,8.25,,,552.47
2008-10-01,8.25,2.4,0.9,551.31
2008-10-02,8.25,,,555.56
2008-10-03,8.25,,,571.52
2008-10-06,8.25,,,568.35
2008-10-07,8.25,,,589.76
2008-10-08,8.25,,,588.37
2008-10-09,8.25,,,607.18
2008-10-10,8.25,,,610.86
2008-10-13,8.25,,,636.19
2008-10-14,8.25,,,616.72
2008-10-15,8.25,,,603.8
2008-10-16,8.25,,,631.33
2008-10-17,8.25,,,630.83
2008-10-20,8.25,,,616.61
2008-10-21,8.25,,,612.43
2008-10-22,8.25,,,631.46
2008-10-23,8.25,,,651.99
2008-10-24,8.25,,,651.38
2008-10-27,8.25,,,666.77
2008-10-28,8.25,,,676.75
2008-10-29,8.25,,,670.55
2008-10-30,8.25,,,664.96
2008-11-01,,-1.2,-0.1,
2008-11-03,8.25,,,669.94
2008-11-04,8.25,,,668.19
2008-11-05,8.25,,,643.28
2008-11-06,8.25,,,632.93
2008-11-07,8.25,,,629.85
2008-11-10,8.25,,,635.88
2008-11-11,8.25,,,629.19
2008-11-12,8.25,,,643.43
2008-11-13,8.25,,,645.28
2008-11-14,8.25,,,640.47
2008-11-17,8.25,,,639.79
2008-11-18,8.25,,,645.25
2008-11-19,8.25,,,645.93
2008-11-20,8.25,,,654.52
2008-11-21,8.25,,,663.3
2008-11-24,8.25,,,672.49
2008-11-25,8.25,,,675.57
2008-11-26,8.25,,,672.31
2008-11-27,8.25,,,663.08
2008-11-28,8.25,,,659.43
2008-12-01,8.25,-1.9,-1.2,664.57
2008-12-02,8.25,,,671.09
2008-12-03,8.25,,,666.84
2008-12-04,8.25,,,674.83
2008-12-05,8.25,,,673.3
2008-12-09,8.25,,,673.39
2008-12-10,8.25,,,665.83
2008-12-11,8.25,,,664.96
2008-12-12,8.25,,,656.91
2008-12-15,8.25,,,653.75
2008-12-16,8.25,,,643.15
2008-12-17,8.25,,,638.04
2008-12-18,8.25,,,634.53
2008-12-19,8.25,,,626.2
2008-12-22,8.25,,,635.88
2008-12-23,8.25,,,632.64
2008-12-24,8.25,,,627.79
2008-12-26,8.25,,,625.59
2008-12-29,8.25,,,627.93
2008-12-30,8.25,,,629.11
2009-01-01,,-2.5,-0.8,
2009-01-02,8.25,,,636.45
2009-01-05,8.25,,,640.91
2009-01-06,8.25,,,643.87
2009-01-07,8.25,,,633.23
2009-01-08,8.25,,,630.19
2009-01-09,7.25,,,629.5
2009-01-12,7.25,,,616.95
2009-01-13,7.25,,,610.09
2009-01-14,7.25,,,614.85
2009-01-15,7.25,,,615.85
2009-01-16,7.25,,,625.63
2009-01-19,7.25,,,615.48
2009-01-20,7.25,,,620.78
2009-01-21,7.25,,,624.81
2009-01-22,7.25,,,623.64
2009-01-23,7.25,,,622.3
2009-01-26,7.25,,,621.17
2009-01-27,7.25,,,616.94
2009-01-28,7.25,,,616.2
2009-01-29,7.25,,,611.89
2009-01-30,7.25,,,612.43
2009-02-01,,-4.4,-0.4,
2009-02-02,7.25,,,617.1
2009-02-03,7.25,,,621.78
2009-02-04,7.25,,,623.87
2009-02-05,7.25,,,617.2
2009-02-06,7.25,,,620.28
2009-02-09,7.25,,,615.82
2009-02-10,7.25,,,610.13
2009-02-11,7.25,,,605.7
2009-02-12,7.25,,,602.12
2009-02-13,4.75,,,593.02
2009-02-16,4.75,,,583.32
2009-02-17,4.75,,,584.35
2009-02-18,4.75,,,592.37
2009-02-19,4.75,,,592.45
2009-02-20,4.75,,,604.17
2009-02-23,4.75,,,619.44
2009-02-24,4.75,,,621.41
2009-02-25,4.75,,,598.98
2009-02-26,4.75,,,600.69
2009-02-27,4.75,,,595.76
2009-03-01,,-2.4,0.4,
2009-03-02,4.75,,,599.04
2009-03-03,4.75,,,603.73
2009-03-04,4.75,,,609.29
2009-03-05,4.75,,,614.85
2009-03-06,4.75,,,610.79
2009-03-09,4.75,,,605.4
2009-03-10,4.75,,,610.18
2009-03-11,4.75,,,604.88
2009-03-12,4.75,,,601.47
2009-03-13,2.25,,,598.09
2009-03-16,2.25,,,594.0
2009-03-17,2.25,,,585.95
2009-03-18,2.25,,,583.29
2009-03-19,2.25,,,591.72
2009-03-20,2.25,,,584.24
2009-03-23,2.25,,,587.14
2009-03-24,2.25,,,579.78
2009-03-25,2.25,,,576.44
2009-03-26,2.25,,,574.47
2009-03-27,2.25,,,575.25
2009-03-30,2.25,,,572.39
2009-03-31,2.25,,,582.1
2009-04-01,2.25,-2.7,-0.2,583.26
2009-04-02,2.25,,,582.08
2009-04-03,2.25,,,575.12
2009-04-06,2.25,,,580.35
2009-04-07,2.25,,,582.2
2009-04-08,2.25,,,582.81
2009-04-09,2.25,,,580.61
2009-04-13,1.75,,,577.31
2009-04-14,1.75,,,577.8
2009-04-15,1.75,,,577.73
2009-04-16,1.75,,,579.34
2009-04-17,1.75,,,577.12
2009-04-20,1.75,,,578.66
2009-04-21,1.75,,,583.96
2009-04-22,1.75,,,583.13
2009-04-23,1.75,,,583.67
2009-04-24,1.75,,,584.23
2009-04-27,1.75,,,587.54
2009-04-28,1.75,,,600.11
2009-04-29,1.75,,,601.04
2009-04-30,1.75,,,588.62
2009-05-01,,-3.2,-0.3,
2009-05-04,1.75,,,580.1
2009-05-05,1.75,,,573.55
2009-05-06,1.75,,,568.85
2009-05-07,1.75,,,571.12
2009-05-08,1.25,,,564.44
2009-05-11,1.25,,,562.53
2009-05-12,1.25,,,568.45
2009-05-13,1.25,,,568.09
2009-05-14,1.25,,,570.84
2009-05-15,1.25,,,564.2
2009-05-18,1.25,,,560.34
2009-05-19,1.25,,,559.11
2009-05-20,1.25,,,559.56
2009-05-22,1.25,,,558.95
2009-05-25,1.25,,,561.55
2009-05-26,1.25,,,562.39
2009-05-27,1.25,,,564.33
2009-05-28,1.25,,,565.6
2009-05-29,1.25,,,564.64
2009-06-01,1.25,-3.3,0.3,560.58
2009-06-02,1.25,,,560.62
2009-06-03,1.25,,,562.52
2009-06-04,1.25,,,565.67
2009-06-05,1.25,,,566.12
2009-06-08,1.25,,,565.77
2009-06-09,1.25,,,568.71
2009-06-10,1.25,,,566.25
2009-06-11,1.25,,,565.62
2009-06-12,1.25,,,564.24
2009-06-15,1.25,,,562.09
2009-06-16,1.25,,,565.21
2009-06-17,0.75,,,553.14
2009-06-18,0.75,,,549.99
2009-06-19,0.75,,,539.81
2009-06-22,0.75,,,536.43
2009-06-23,0.75,,,534.42
2009-06-24,0.75,,,533.8
2009-06-25,0.75,,,532.69
2009-06-26,0.75,,,531.93
2009-06-30,0.75,,,529.07
2009-07-01,0.75,-2.7,-0.4,531.76
2009-07-02,0.75,,,534.99
2009-07-03,0.75,,,543.59
2009-07-06,0.75,,,541.37
2009-07-07,0.75,,,540.35
2009-07-08,0.75,,,540.42
2009-07-09,0.75,,,546.05
2009-07-10,0.5,,,547.65
2009-07-13,0.5,,,551.7
2009-07-14,0.5,,,548.68
2009-07-15,0.5,,,548.35
2009-07-17,0.5,,,541.3
2009-07-20,0.5,,,532.17
2009-07-21,0.5,,,531.33
2009-07-22,0.5,,,532.59
2009-07-23,0.5,,,533.61
2009-07-24,0.5,,,534.12
2009-07-27,0.5,,,538.22
2009-07-28,0.5,,,540.85
2009-07-29,0.5,,,544.72
2009-07-30,0.5,,,543.53
2009-07-31,0.5,,,541.9
2009-08-01,,0.2,-0.4,
2009-08-03,0.5,,,541.3
2009-08-04,0.5,,,538.22
2009-08-05,0.5,,,539.4
2009-08-06,0.5,,,540.99
2009-08-07,0.5,,,541.71
2009-08-10,0.5,,,542.98
2009-08-11,0.5,,,546.37
2009-08-12,0.5,,,549.79
2009-08-13,0.5,,,546.53
2009-08-14,0.5,,,545.36
2009-08-17,0.5,,,552.21
2009-08-18,0.5,,,558.71
2009-08-19,0.5,,,556.31
2009-08-20,0.5,,,552.65
2009-08-21,0.5,,,548.06
2009-08-24,0.5,,,543.5
2009-08-25,0.5,,,546.53
2009-08-26,0.5,,,546.19
2009-08-27,0.5,,,548.57
2009-08-28,0.5,,,548.55
2009-08-31,0.5,,,550.64
2009-09-01,0.5,0.6,1.0,553.35
2009-09-02,0.5,,,555.29
2009-09-03,0.5,,,557.74
2009-09-04,0.5,,,555.87
2009-09-07,0.5,,,552.42
2009-09-08,0.5,,,550.96
2009-09-09,0.5,,,551.87
2009-09-10,0.5,,,551.64
2009-09-11,0.5,,,554.03
2009-09-14,0.5,,,550.57
2009-09-15,0.5,,,551.88
2009-09-16,0.5,,,551.37
2009-09-17,0.5,,,545.72
2009-09-21,0.5,,,545.96
2009-09-22,0.5,,,544.5
2009-09-23,0.5,,,540.48
2009-09-24,0.5,,,539.71
2009-09-25,0.5,,,540.96
2009-09-28,0.5,,,544.66
2009-09-29,0.5,,,545.44
2009-09-30,0.5,,,546.07
2009-10-01,0.5,-0.2,0.0,550.36
2009-10-02,0.5,,,553.3
2009-10-05,0.5,,,557.41
2009-10-06,0.5,,,556.11
2009-10-07,0.5,,,554.02
2009-10-08,0.5,,,553.57
2009-10-09,0.5,,,550.55
2009-10-13,0.5,,,554.44
2009-10-14,0.5,,,554.66
2009-10-15,0.5,,,552.48
2009-10-16,0.5,,,549.21
2009-10-19,0.5,,,547.61
2009-10-20,0.5,,,546.25
2009-10-21,0.5,,,542.63
2009-10-22,0.5,,,542.56
2009-10-23,0.5,,,536.75
2009-10-26,0.5,,,531.95
2009-10-27,0.5,,,532.89
2009-10-28,0.5,,,532.85
2009-10-29,0.5,,,531.15
2009-10-30,0.5,,,531.74
2009-11-01,,3.9,-0.5,
2009-11-02,0.5,,,531.83
2009-11-03,0.5,,,528.89
2009-11-04,0.5,,,531.49
2009-11-05,0.5,,,527.84
2009-11-06,0.5,,,524.07
2009-11-09,0.5,,,521.77
2009-11-10,0.5,,,515.67
2009-11-11,0.5,,,509.53
2009-11-12,0.5,,,506.01
2009-11-13,0.5,,,508.19
2009-11-16,0.5,,,504.09
2009-11-17,0.5,,,497.65
2009-11-18,0.5,,,494.09
2009-11-19,0.5,,,491.09
2009-11-20,0.5,,,498.2
2009-11-23,0.5,,,503.58
2009-11-24,0.5,,,494.51
2009-11-25,0.5,,,493.26
2009-11-26,0.5,,,492.33
2009-11-27,0.5,,,493.48
2009-11-30,0.5,,,495.84
2009-12-01,0.5,4.0,-0.3,494.82
2009-12-02,0.5,,,495.78
2009-12-03,0.5,,,499.46
2009-12-04,0.5,,,502.64
2009-12-07,0.5,,,501.79
2009-12-09,0.5,,,502.91
2009-12-10,0.5,,,503.55
2009-12-11,0.5,,,495.89
2009-12-14,0.5,,,495.51
2009-12-15,0.5,,,497.11
2009-12-16,0.5,,,498.77
2009-12-17,0.5,,,498.43
2009-12-18,0.5,,,500.56
2009-12-21,0.5,,,502.59
2009-12-22,0.5,,,503.93
2009-12-23,0.5,,,507.19
2009-12-24,0.5,,,508.75
2009-12-28,0.5,,,506.62
2009-12-29,0.5,,,506.27
2009-12-30,0.5,,,506.43
2010-01-01,,3.9,0.5,
2010-01-04,0.5,,,507.1
2010-01-05,0.5,,,505.7
2010-01-06,0.5,,,504.22
2010-01-07,0.5,,,497.93
2010-01-08,0.5,,,494.54
2010-01-11,0.5,,,492.37
2010-01-12,0.5,,,489.47
2010-01-13,0.5,,,491.16
2010-01-14,0.5,,,490.01
2010-01-15,0.5,,,493.0
2010-01-18,0.5,,,492.9
2010-01-19,0.5,,,490.89
2010-01-20,0.5,,,492.21
2010-01-21,0.5,,,495.2
2010-01-22,0.5,,,498.75
2010-01-25,0.5,,,506.36
2010-01-26,0.5,,,506.88
2010-01-27,0.5,,,512.12
2010-01-28,0.5,,,520.69
2010-01-29,0.5,,,531.75
2010-02-01,0.5,3.4,0.3,523.1
2010-02-02,0.5,,,528.48
2010-02-03,0.5,,,528.58
2010-02-04,0.5,,,535.51
2010-02-05,0.5,,,546.18
2010-02-08,0.5,,,543.35
2010-02-09,0.5,,,541.39
2010-02-10,0.5,,,541.23
2010-02-11,0.5,,,535.63
2010-02-12,0.5,,,533.55
2010-02-15,0.5,,,529.6
2010-02-16,0.5,,,525.48
2010-02-17,0.5,,,527.58
2010-02-18,0.5,,,527.81
2010-02-19,0.5,,,532.39
2010-02-22,0.5,,,533.21
2010-02-23,0.5,,,529.19
2010-02-24,0.5,,,528.52
2010-02-25,0.5,,,530.67
2010-02-26,0.5,,,529.69
2010-03-01,0.5,0.2,0.1,527.84
2010-03-02,0.5,,,524.94
2010-03-03,0.5,,,521.49
2010-03-04,0.5,,,515.81
2010-03-05,0.5,,,515.04
2010-03-08,0.5,,,511.23
2010-03-09,0.5,,,508.66
2010-03-10,0.5,,,512.79
2010-03-11,0.5,,,515.17
2010-03-12,0.5,,,520.81
2010-03-15,0.5,,,516.33
2010-03-16,0.5,,,516.45
2010-03-17,0.5,,,521.87
2010-03-18,0.5,,,526.89
2010-03-19,0.5,,,525.95
2010-03-22,0.5,,,527.78
2010-03-23,0.5,,,533.24
2010-03-24,0.5,,,533.87
2010-03-25,0.5,,,532.69
2010-03-26,0.5,,,532.33
2010-03-29,0.5,,,533.06
2010-03-30,0.5,,,532.21
2010-03-31,0.5,,,526.29
2010-04-01,0.5,6.1,0.5,524.46
2010-04-05,0.5,,,521.95
2010-04-06,0.5,,,519.51
2010-04-07,0.5,,,519.99
2010-04-08,0.5,,,517.46
2010-04-09,0.5,,,517.07
2010-04-12,0.5,,,514.91
2010-04-13,0.5,,,515.1
2010-04-14,0.5,,,515.35
2010-04-15,0.5,,,516.34
2010-04-16,0.5,,,521.01
2010-04-19,0.5,,,522.82
2010-04-20,0.5,,,525.13
2010-04-21,0.5,,,527.38
2010-04-22,0.5,,,523.94
2010-04-23,0.5,,,521.42
2010-04-26,0.5,,,521.25
2010-04-27,0.5,,,519.52
2010-04-28,0.5,,,522.65
2010-04-29,0.5,,,524.86
2010-04-30,0.5,,,520.99
2010-05-01,,6.7,0.4,
2010-05-03,0.5,,,517.23
2010-05-04,0.5,,,518.44
2010-05-05,0.5,,,522.73
2010-05-06,0.5,,,527.6
2010-05-07,0.5,,,527.59
2010-05-10,0.5,,,532.99
2010-05-11,0.5,,,527.94
2010-05-12,0.5,,,529.96
2010-05-13,0.5,,,529.35
2010-05-14,0.5,,,532.23
2010-05-17,0.5,,,534.33
2010-05-18,0.5,,,538.6
2010-05-19,0.5,,,542.68
2010-05-20,0.5,,,549.17
2010-05-24,0.5,,,548.18
2010-05-25,0.5,,,539.93
2010-05-26,0.5,,,544.59
2010-05-27,0.5,,,539.35
2010-05-28,0.5,,,532.01
