fecha,tpm,imacec,ipc,dolar
2010-05-31,0.5,,,529.23
2010-06-01,0.5,6.9,0.0,530.62
2010-06-02,0.5,,,533.1
2010-06-03,0.5,,,534.72
2010-06-04,0.5,,,535.25
2010-06-07,0.5,,,540.98
2010-06-08,0.5,,,545.32
2010-06-09,0.5,,,548.16
2010-06-10,0.5,,,542.45
2010-06-11,0.5,,,537.81
2010-06-14,0.5,,,537.57
2010-06-15,0.5,,,535.01
2010-06-16,1.0,,,536.15
2010-06-17,1.0,,,530.42
2010-06-18,1.0,,,530.36
2010-06-21,1.0,,,532.74
2010-06-22,1.0,,,530.32
2010-06-23,1.0,,,532.85
2010-06-24,1.0,,,535.56
2010-06-25,1.0,,,539.68
2010-06-29,1.0,,,537.87
2010-06-30,1.0,,,543.09
2010-07-01,1.0,8.1,0.6,547.19
2010-07-02,1.0,,,545.31
2010-07-05,1.0,,,538.36
2010-07-06,1.0,,,537.5
2010-07-07,1.0,,,535.88
2010-07-08,1.0,,,536.79
2010-07-09,1.0,,,536.31
2010-07-12,1.0,,,538.31
2010-07-13,1.0,,,539.02
2010-07-14,1.0,,,535.4
2010-07-15,1.0,,,534.98
2010-07-19,1.5,,,531.51
2010-07-20,1.5,,,532.23
2010-07-21,1.5,,,530.27
2010-07-22,1.5,,,524.62
2010-07-23,1.5,,,518.36
2010-07-26,1.5,,,520.09
2010-07-27,1.5,,,519.75
2010-07-28,1.5,,,519.19
2010-07-29,1.5,,,522.72
2010-07-30,1.5,,,522.36
2010-08-01,,8.1,-0.1,
2010-08-02,1.5,,,522.75
2010-08-03,1.5,,,517.16
2010-08-04,1.5,,,517.67
2010-08-05,1.5,,,516.43
2010-08-06,1.5,,,515.66
2010-08-09,1.5,,,514.72
2010-08-10,1.5,,,512.2
2010-08-11,1.5,,,513.44
2010-08-12,1.5,,,513.27
2010-08-13,2.0,,,509.61
2010-08-16,2.0,,,509.97
2010-08-17,2.0,,,506.28
2010-08-18,2.0,,,502.84
2010-08-19,2.0,,,499.98
2010-08-20,2.0,,,504.75
2010-08-23,2.0,,,507.8
2010-08-24,2.0,,,503.55
2010-08-25,2.0,,,506.33
2010-08-26,2.0,,,507.38
2010-08-27,2.0,,,503.34
2010-08-30,2.0,,,500.74
2010-08-31,2.0,,,499.26
2010-09-01,2.0,6.0,0.4,503.1
2010-09-02,2.0,,,498.15
2010-09-03,2.0,,,496.68
2010-09-06,2.0,,,495.22
2010-09-07,2.0,,,496.87
2010-09-08,2.0,,,497.89
2010-09-09,2.0,,,497.54
2010-09-10,2.0,,,495.28
2010-09-13,2.0,,,495.95
2010-09-14,2.0,,,494.83
2010-09-15,2.0,,,493.66
2010-09-16,2.0,,,494.51
2010-09-21,2.5,,,496.37
2010-09-22,2.5,,,497.58
2010-09-23,2.5,,,493.87
2010-09-24,2.5,,,489.87
2010-09-27,2.5,,,485.96
2010-09-28,2.5,,,485.24
2010-09-29,2.5,,,484.86
2010-09-30,2.5,,,485.23
2010-10-01,2.5,5.3,0.1,483.65
2010-10-04,2.5,,,480.79
2010-10-05,2.5,,,485.49
2010-10-06,2.5,,,483.77
2010-10-07,2.5,,,481.84
2010-10-08,2.5,,,482.27
2010-10-12,2.5,,,483.2
2010-10-13,2.5,,,479.09
2010-10-14,2.5,,,475.93
2010-10-15,2.75,,,477.96
2010-10-18,2.75,,,478.14
2010-10-19,2.75,,,481.43
2010-10-20,2.75,,,485.71
2010-10-21,2.75,,,485.87
2010-10-22,2.75,,,485.99
2010-10-25,2.75,,,486.98
2010-10-26,2.75,,,485.51
2010-10-27,2.75,,,491.01
2010-10-28,2.75,,,494.44
2010-10-29,2.75,,,491.76
2010-11-01,,7.4,0.1,
2010-11-02,2.75,,,488.72
2010-11-03,2.75,,,486.92
2010-11-04,2.75,,,488.04
2010-11-05,2.75,,,481.04
2010-11-08,2.75,,,478.32
2010-11-09,2.75,,,480.22
2010-11-10,2.75,,,477.05
2010-11-11,2.75,,,480.17
2010-11-12,2.75,,,480.03
2010-11-15,2.75,,,480.64
2010-11-16,2.75,,,483.13
2010-11-17,3.0,,,483.92
2010-11-18,3.0,,,485.41
2010-11-19,3.0,,,480.99
2010-11-22,3.0,,,480.53
2010-11-23,3.0,,,479.19
2010-11-24,3.0,,,481.38
2010-11-25,3.0,,,482.04
2010-11-26,3.0,,,481.74
2010-11-29,3.0,,,482.78
2010-11-30,3.0,,,486.39
2010-12-01,3.0,6.8,0.1,487.87
2010-12-02,3.0,,,485.34
2010-12-03,3.0,,,484.74
2010-12-06,3.0,,,481.84
2010-12-07,3.0,,,479.26
2010-12-09,3.0,,,475.91
2010-12-10,3.0,,,475.21
2010-12-13,3.0,,,474.71
2010-12-14,3.0,,,473.72
2010-12-15,3.0,,,473.78
2010-12-16,3.0,,,474.12
2010-12-17,3.25,,,473.92
2010-12-20,3.25,,,472.34
2010-12-21,3.25,,,471.02
2010-12-22,3.25,,,468.69
2010-12-23,3.25,,,469.82
2010-12-24,3.25,,,469.31
2010-12-27,3.25,,,469.52
2010-12-28,3.25,,,471.21
2010-12-29,3.25,,,469.64
2010-12-30,3.25,,,468.37
2011-01-01,,7.8,0.3,
2011-01-03,3.25,,,468.01
2011-01-04,3.25,,,466.05
2011-01-05,3.25,,,486.82
2011-01-06,3.25,,,493.65
2011-01-07,3.25,,,494.74
2011-01-10,3.25,,,496.96
2011-01-11,3.25,,,499.03
2011-01-12,3.25,,,496.03
2011-01-13,3.25,,,493.27
2011-01-14,3.25,,,488.82
2011-01-17,3.25,,,492.16
2011-01-18,3.25,,,490.32
2011-01-19,3.25,,,490.67
2011-01-20,3.25,,,490.89
2011-01-21,3.25,,,494.1
2011-01-24,3.25,,,492.49
2011-01-25,3.25,,,493.14
2011-01-26,3.25,,,492.51
2011-01-27,3.25,,,490.24
2011-01-28,3.25,,,485.04
2011-01-31,3.25,,,483.32
2011-02-01,3.25,7.2,0.2,484.14
2011-02-02,3.25,,,480.59
2011-02-03,3.25,,,480.5
2011-02-04,3.25,,,481.56
2011-02-07,3.25,,,478.36
2011-02-08,3.25,,,478.18
2011-02-09,3.25,,,479.73
2011-02-10,3.25,,,476.87
2011-02-11,3.25,,,475.93
2011-02-14,3.25,,,473.42
2011-02-15,3.25,,,469.99
2011-02-16,3.25,,,470.59
2011-02-17,3.25,,,474.13
2011-02-18,3.5,,,473.16
2011-02-21,3.5,,,469.14
2011-02-22,3.5,,,468.94
2011-02-23,3.5,,,470.76
2011-02-24,3.5,,,474.01
2011-02-25,3.5,,,478.19
2011-02-28,3.5,,,475.63
2011-03-01,3.5,13.2,0.8,475.21
2011-03-02,3.5,,,476.4
2011-03-03,3.5,,,478.04
2011-03-04,3.5,,,474.04
2011-03-07,3.5,,,472.74
2011-03-08,3.5,,,473.28
2011-03-09,3.5,,,475.63
2011-03-10,3.5,,,475.62
2011-03-11,3.5,,,482.63
2011-03-14,3.5,,,482.1
2011-03-15,3.5,,,480.51
2011-03-16,3.5,,,484.56
2011-03-17,3.5,,,484.01
2011-03-18,4.0,,,485.37
2011-03-21,4.0,,,482.21
2011-03-22,4.0,,,480.55
2011-03-23,4.0,,,481.78
2011-03-24,4.0,,,482.69
2011-03-25,4.0,,,480.37
2011-03-28,4.0,,,479.67
2011-03-29,4.0,,,480.55
2011-03-30,4.0,,,481.96
2011-03-31,4.0,,,482.08
2011-04-01,4.0,6.2,0.3,479.46
2011-04-04,4.0,,,476.9
2011-04-05,4.0,,,474.55
2011-04-06,4.0,,,475.03
2011-04-07,4.0,,,472.89
2011-04-08,4.0,,,473.25
2011-04-11,4.0,,,470.19
2011-04-12,4.0,,,471.0
2011-04-13,4.5,,,473.77
2011-04-14,4.5,,,472.72
2011-04-15,4.5,,,472.56
2011-04-18,4.5,,,472.46
2011-04-19,4.5,,,474.76
2011-04-20,4.5,,,473.82
2011-04-21,4.5,,,469.94
2011-04-25,4.5,,,467.77
2011-04-26,4.5,,,467.63
2011-04-27,4.5,,,465.29
2011-04-28,4.5,,,462.37
2011-04-29,4.5,,,460.04
2011-05-01,,6.6,0.4,
2011-05-02,4.5,,,460.09
2011-05-03,4.5,,,461.65
2011-05-04,4.5,,,463.07
2011-05-05,4.5,,,463.05
2011-05-06,4.5,,,468.35
2011-05-09,4.5,,,467.17
2011-05-10,4.5,,,467.69
2011-05-11,4.5,,,465.57
2011-05-12,4.5,,,467.83
2011-05-13,5.0,,,468.07
2011-05-16,5.0,,,465.21
2011-05-17,5.0,,,469.3
2011-05-18,5.0,,,474.19
2011-05-19,5.0,,,471.81
2011-05-20,5.0,,,468.78
2011-05-23,5.0,,,468.34
2011-05-24,5.0,,,472.71
2011-05-25,5.0,,,471.35
2011-05-26,5.0,,,471.18
2011-05-27,5.0,,,470.0
2011-05-30,5.0,,,467.31
2011-05-31,5.0,,,467.31
2011-06-01,5.0,4.3,0.2,465.13
2011-06-02,5.0,,,466.78
2011-06-03,5.0,,,467.33
2011-06-06,5.0,,,468.23
2011-06-07,5.0,,,468.31
2011-06-08,5.0,,,466.9
2011-06-09,5.0,,,467.54
2011-06-10,5.0,,,467.33
2011-06-13,5.0,,,468.12
2011-06-14,5.0,,,467.12
2011-06-15,5.25,,,466.25
2011-06-16,5.25,,,467.92
2011-06-17,5.25,,,471.0
2011-06-20,5.25,,,471.33
2011-06-21,5.25,,,472.95
2011-06-22,5.25,,,471.05
2011-06-23,5.25,,,472.04
2011-06-24,5.25,,,474.59
2011-06-28,5.25,,,473.64
2011-06-29,5.25,,,472.96
2011-06-30,5.25,,,471.13
2011-07-01,5.25,2.4,0.1,468.15
2011-07-04,5.25,,,465.98
2011-07-05,5.25,,,465.34
2011-07-06,5.25,,,465.43
2011-07-07,5.25,,,465.36
2011-07-08,5.25,,,462.01
2011-07-11,5.25,,,462.89
2011-07-12,5.25,,,466.26
2011-07-13,5.25,,,467.4
2011-07-14,5.25,,,463.65
2011-07-15,5.25,,,462.02
2011-07-18,5.25,,,462.17
2011-07-19,5.25,,,463.94
2011-07-20,5.25,,,461.5
2011-07-21,5.25,,,462.32
2011-07-22,5.25,,,461.65
2011-07-25,5.25,,,461.36
2011-07-26,5.25,,,462.49
2011-07-27,5.25,,,458.73
2011-07-28,5.25,,,457.12
2011-07-29,5.25,,,455.91
2011-08-01,5.25,3.3,0.2,457.41
2011-08-02,5.25,,,458.51
2011-08-03,5.25,,,458.05
2011-08-04,5.25,,,460.23
2011-08-05,5.25,,,461.79
2011-08-08,5.25,,,464.32
2011-08-09,5.25,,,473.38
2011-08-10,5.25,,,473.71
2011-08-11,5.25,,,473.05
2011-08-12,5.25,,,474.1
2011-08-16,5.25,,,469.87
2011-08-17,5.25,,,472.13
2011-08-18,5.25,,,467.66
2011-08-19,5.25,,,470.38
2011-08-22,5.25,,,468.47
2011-08-23,5.25,,,467.91
2011-08-24,5.25,,,467.48
2011-08-25,5.25,,,466.75
2011-08-26,5.25,,,466.88
2011-08-29,5.25,,,466.92
2011-08-30,5.25,,,464.73
2011-08-31,5.25,,,465.66
2011-09-01,5.25,4.2,0.5,463.19
2011-09-02,5.25,,,460.62
2011-09-05,5.25,,,460.34
2011-09-06,5.25,,,462.37
2011-09-07,5.25,,,464.03
2011-09-08,5.25,,,462.63
2011-09-09,5.25,,,463.21
2011-09-12,5.25,,,466.74
2011-09-13,5.25,,,474.07
2011-09-14,5.25,,,475.6
2011-09-15,5.25,,,476.85
2011-09-16,5.25,,,478.57
2011-09-20,5.25,,,479.28
2011-09-21,5.25,,,488.19
2011-09-22,5.25,,,500.22
2011-09-23,5.25,,,521.85
2011-09-26,5.25,,,519.58
2011-09-27,5.25,,,512.34
2011-09-28,5.25,,,504.24
2011-09-29,5.25,,,508.51
2011-09-30,5.25,,,515.14
2011-10-01,,4.5,0.5,
2011-10-03,5.25,,,521.76
2011-10-04,5.25,,,525.95
2011-10-05,5.25,,,533.74
2011-10-06,5.25,,,531.05
2011-10-07,5.25,,,523.31
2011-10-11,5.25,,,513.76
2011-10-12,5.25,,,512.61
2011-10-13,5.25,,,502.33
2011-10-14,5.25,,,504.3
2011-10-17,5.25,,,499.57
2011-10-18,5.25,,,501.94
2011-10-19,5.25,,,511.14
2011-10-20,5.25,,,509.28
2011-10-21,5.25,,,515.57
2011-10-24,5.25,,,512.72
2011-10-25,5.25,,,507.12
2011-10-26,5.25,,,503.83
2011-10-27,5.25,,,501.12
2011-10-28,5.25,,,492.04
2011-11-01,,4.4,0.3,
2011-11-02,5.25,,,490.29
2011-11-03,5.25,,,501.49
2011-11-04,5.25,,,497.48
2011-11-07,5.25,,,494.08
2011-11-08,5.25,,,499.47
2011-11-09,5.25,,,497.43
2011-11-10,5.25,,,500.2
2011-11-11,5.25,,,500.84
2011-11-14,5.25,,,499.66
2011-11-15,5.25,,,501.35
2011-11-16,5.25,,,506.99
2011-11-17,5.25,,,511.66
2011-11-18,5.25,,,511.09
2011-11-21,5.25,,,510.11
2011-11-22,5.25,,,518.24
2011-11-23,5.25,,,517.96
2011-11-24,5.25,,,524.3
2011-11-25,5.25,,,522.4
2011-11-28,5.25,,,526.83
2011-11-29,5.25,,,521.07
2011-11-30,5.25,,,524.25
2011-12-01,5.25,6.6,0.6,517.37
2011-12-02,5.25,,,513.73
2011-12-05,5.25,,,512.89
2011-12-06,5.25,,,513.09
2011-12-07,5.25,,,512.68
2011-12-09,5.25,,,508.67
2011-12-12,5.25,,,510.4
2011-12-13,5.25,,,514.11
2011-12-14,5.25,,,515.13
2011-12-15,5.25,,,518.49
2011-12-16,5.25,,,519.06
2011-12-19,5.25,,,517.29
2011-12-20,5.25,,,520.3
2011-12-21,5.25,,,518.66
2011-12-22,5.25,,,522.62
2011-12-23,5.25,,,520.21
2011-12-26,5.25,,,520.39
2011-12-27,5.25,,,520.54
2011-12-28,5.25,,,521.78
2011-12-29,5.25,,,521.74
2011-12-30,5.25,,,521.46
2012-01-01,,5.1,0.1,
2012-01-02,5.25,,,519.2
2012-01-03,5.25,,,518.2
2012-01-04,5.25,,,514.34
2012-01-05,5.25,,,512.23
2012-01-06,5.25,,,511.8
2012-01-09,5.25,,,509.54
2012-01-10,5.25,,,512.4
2012-01-11,5.25,,,508.76
2012-01-12,5.25,,,506.91
2012-01-13,5.0,,,501.47
2012-01-16,5.0,,,501.99
2012-01-17,5.0,,,500.99
2012-01-18,5.0,,,496.68
2012-01-19,5.0,,,497.05
2012-01-20,5.0,,,491.93
2012-01-23,5.0,,,491.59
2012-01-24,5.0,,,487.87
2012-01-25,5.0,,,492.96
2012-01-26,5.0,,,493.58
2012-01-27,5.0,,,485.64
2012-01-30,5.0,,,485.35
2012-01-31,5.0,,,488.99
2012-02-01,5.0,6.3,0.4,488.75
2012-02-02,5.0,,,487.73
2012-02-03,5.0,,,483.7
2012-02-06,5.0,,,478.64
2012-02-07,5.0,,,481.09
2012-02-08,5.0,,,479.98
2012-02-09,5.0,,,477.13
2012-02-10,5.0,,,475.29
2012-02-13,5.0,,,478.39
2012-02-14,5.0,,,478.2
2012-02-15,5.0,,,482.99
2012-02-16,5.0,,,482.75
2012-02-17,5.0,,,486.59
2012-02-20,5.0,,,483.94
2012-02-21,5.0,,,482.18
2012-02-22,5.0,,,481.5
2012-02-23,5.0,,,483.57
2012-02-24,5.0,,,481.08
2012-02-27,5.0,,,479.08
2012-02-28,5.0,,,481.27
2012-02-29,5.0,,,477.41
2012-03-01,5.0,4.0,0.2,476.27
2012-03-02,5.0,,,480.62
2012-03-05,5.0,,,484.47
2012-03-06,5.0,,,485.06
2012-03-07,5.0,,,489.68
2012-03-08,5.0,,,491.57
2012-03-09,5.0,,,485.03
2012-03-12,5.0,,,483.46
2012-03-13,5.0,,,484.81
2012-03-14,5.0,,,484.71
2012-03-15,5.0,,,485.71
2012-03-16,5.0,,,484.53
2012-03-19,5.0,,,480.9
2012-03-20,5.0,,,482.83
2012-03-21,5.0,,,485.61
2012-03-22,5.0,,,484.98
2012-03-23,5.0,,,487.72
2012-03-26,5.0,,,489.54
2012-03-27,5.0,,,486.31
2012-03-28,5.0,,,486.42
2012-03-29,5.0,,,488.71
2012-03-30,5.0,,,489.76
2012-04-01,,5.2,0.1,
2012-04-02,5.0,,,487.44
2012-04-03,5.0,,,485.76
2012-04-04,5.0,,,482.17
2012-04-05,5.0,,,483.78
2012-04-09,5.0,,,485.07
2012-04-10,5.0,,,486.1
2012-04-11,5.0,,,487.04
2012-04-12,5.0,,,487.37
2012-04-13,5.0,,,483.98
2012-04-16,5.0,,,484.58
2012-04-17,5.0,,,486.95
2012-04-18,5.0,,,485.83
2012-04-19,5.0,,,487.32
2012-04-20,5.0,,,488.96
2012-04-23,5.0,,,486.07
2012-04-24,5.0,,,489.64
2012-04-25,5.0,,,487.15
2012-04-26,5.0,,,486.52
2012-04-27,5.0,,,484.88
2012-04-30,5.0,,,483.41
2012-05-01,,5.5,0.0,
2012-05-02,5.0,,,484.87
2012-05-03,5.0,,,484.7
2012-05-04,5.0,,,482.12
2012-05-07,5.0,,,482.12
2012-05-08,5.0,,,483.44
2012-05-09,5.0,,,485.54
2012-05-10,5.0,,,490.17
2012-05-11,5.0,,,486.32
2012-05-14,5.0,,,487.8
2012-05-15,5.0,,,491.42
2012-05-16,5.0,,,497.11
2012-05-17,5.0,,,500.77
2012-05-18,5.0,,,503.76
2012-05-22,5.0,,,504.47
2012-05-23,5.0,,,505.46
2012-05-24,5.0,,,510.17
2012-05-25,5.0,,,507.83
2012-05-28,5.0,,,510.56
2012-05-29,5.0,,,510.26
2012-05-30,5.0,,,512.05
2012-05-31,5.0,,,517.91
2012-06-01,5.0,6.7,-0.3,519.69
2012-06-04,5.0,,,519.6
2012-06-05,5.0,,,515.58
2012-06-06,5.0,,,512.47
2012-06-07,5.0,,,508.28
2012-06-08,5.0,,,501.74
2012-06-11,5.0,,,504.08
2012-06-12,5.0,,,501.85
2012-06-13,5.0,,,504.03
2012-06-14,5.0,,,502.07
2012-06-15,5.0,,,501.34
2012-06-18,5.0,,,499.09
2012-06-19,5.0,,,500.73
2012-06-20,5.0,,,495.48
2012-06-21,5.0,,,496.66
2012-06-22,5.0,,,499.59
2012-06-25,5.0,,,503.89
2012-06-26,5.0,,,508.1
2012-06-27,5.0,,,508.84
2012-06-28,5.0,,,505.35
2012-06-29,5.0,,,509.73
2012-07-01,,6.0,0.0,
2012-07-03,5.0,,,501.84
2012-07-04,5.0,,,496.33
2012-07-05,5.0,,,496.18
2012-07-06,5.0,,,495.97
2012-07-09,5.0,,,499.26
2012-07-10,5.0,,,496.89
2012-07-11,5.0,,,493.34
2012-07-12,5.0,,,492.54
2012-07-13,5.0,,,493.87
2012-07-17,5.0,,,490.38
2012-07-18,5.0,,,488.82
2012-07-19,5.0,,,488.42
2012-07-20,5.0,,,485.64
2012-07-23,5.0,,,487.95
2012-07-24,5.0,,,493.1
2012-07-25,5.0,,,493.32
2012-07-26,5.0,,,492.49
2012-07-27,5.0,,,485.88
2012-07-30,5.0,,,483.64
2012-07-31,5.0,,,482.83
2012-08-01,5.0,6.3,0.2,481.94
2012-08-02,5.0,,,483.23
2012-08-03,5.0,,,484.6
2012-08-06,5.0,,,480.52
2012-08-07,5.0,,,478.62
2012-08-08,5.0,,,477.04
2012-08-09,5.0,,,477.07
2012-08-10,5.0,,,474.72
2012-08-13,5.0,,,477.95
2012-08-14,5.0,,,482.02
2012-08-16,5.0,,,481.79
2012-08-17,5.0,,,483.67
2012-08-20,5.0,,,484.17
2012-08-21,5.0,,,485.52
2012-08-22,5.0,,,482.41
2012-08-23,5.0,,,482.11
2012-08-24,5.0,,,479.63
2012-08-27,5.0,,,481.33
2012-08-28,5.0,,,481.12
2012-08-29,5.0,,,480.65
2012-08-30,5.0,,,480.59
2012-08-31,5.0,,,481.17
2012-09-01,,4.1,0.8,
2012-09-03,5.0,,,480.25
2012-09-04,5.0,,,481.11
2012-09-05,5.0,,,480.93
2012-09-06,5.0,,,481.07
2012-09-07,5.0,,,477.49
2012-09-10,5.0,,,474.98
2012-09-11,5.0,,,475.24
2012-09-12,5.0,,,474.74
2012-09-13,5.0,,,473.54
2012-09-14,5.0,,,472.86
2012-09-20,5.0,,,469.65
2012-09-21,5.0,,,471.58
2012-09-24,5.0,,,472.01
2012-09-25,5.0,,,475.52
2012-09-26,5.0,,,471.19
2012-09-27,5.0,,,471.88
2012-09-28,5.0,,,470.48
2012-10-01,5.0,6.8,0.6,473.77
2012-10-02,5.0,,,473.08
2012-10-03,5.0,,,472.77
2012-10-04,5.0,,,473.41
2012-10-05,5.0,,,472.76
2012-10-08,5.0,,,472.37
2012-10-09,5.0,,,474.47
2012-10-10,5.0,,,474.01
2012-10-11,5.0,,,475.02
2012-10-12,5.0,,,472.8
2012-10-16,5.0,,,472.95
2012-10-17,5.0,,,471.54
2012-10-18,5.0,,,472.19
2012-10-19,5.0,,,472.56
2012-10-22,5.0,,,474.25
2012-10-23,5.0,,,475.67
2012-10-24,5.0,,,481.4
2012-10-25,5.0,,,481.78
2012-10-26,5.0,,,478.87
2012-10-29,5.0,,,480.3
2012-10-30,5.0,,,481.98
2012-10-31,5.0,,,480.03
2012-11-01,,5.3,-0.5,
2012-11-05,5.0,,,480.59
2012-11-06,5.0,,,482.29
2012-11-07,5.0,,,479.78
2012-11-08,5.0,,,479.63
2012-11-09,5.0,,,478.19
2012-11-12,5.0,,,479.79
2012-11-13,5.0,,,479.98
2012-11-14,5.0,,,483.69
2012-11-15,5.0,,,484.26
2012-11-16,5.0,,,483.94
2012-11-19,5.0,,,484.48
2012-11-20,5.0,,,480.77
2012-11-21,5.0,,,478.92
2012-11-22,5.0,,,477.81
2012-11-23,5.0,,,476.2
2012-11-26,5.0,,,478.03
2012-11-27,5.0,,,480.9
2012-11-28,5.0,,,481.05
2012-11-29,5.0,,,481.69
2012-11-30,5.0,,,479.42
2012-12-01,,3.6,0.0,
2012-12-03,5.0,,,480.39
2012-12-04,5.0,,,481.28
2012-12-05,5.0,,,481.05
2012-12-06,5.0,,,480.18
2012-12-07,5.0,,,477.97
2012-12-10,5.0,,,477.04
2012-12-11,5.0,,,476.29
2012-12-12,5.0,,,474.78
2012-12-13,5.0,,,474.92
2012-12-14,5.0,,,474.95
2012-12-17,5.0,,,474.36
2012-12-18,5.0,,,474.5
2012-12-19,5.0,,,474.81
2012-12-20,5.0,,,474.42
2012-12-21,5.0,,,475.02
2012-12-24,5.0,,,476.4
2012-12-26,5.0,,,479.39
2012-12-27,5.0,,,479.09
2012-12-28,5.0,,,478.6
2013-01-01,,6.6,0.2,
2013-01-02,5.0,,,479.96
2013-01-03,5.0,,,475.31
2013-01-04,5.0,,,473.25
2013-01-07,5.0,,,473.13
2013-01-08,5.0,,,471.47
2013-01-09,5.0,,,471.36
2013-01-10,5.0,,,471.15
2013-01-11,5.0,,,470.67
2013-01-14,5.0,,,471.92
2013-01-15,5.0,,,472.62
2013-01-16,5.0,,,474.9
2013-01-17,5.0,,,475.47
2013-01-18,5.0,,,473.06
2013-01-21,5.0,,,471.63
2013-01-22,5.0,,,472.02
2013-01-23,5.0,,,471.45
2013-01-24,5.0,,,470.98
2013-01-25,5.0,,,470.68
2013-01-28,5.0,,,470.99
2013-01-29,5.0,,,472.56
2013-01-30,5.0,,,472.73
2013-01-31,5.0,,,471.4
2013-02-01,5.0,4.4,0.1,471.44
2013-02-04,5.0,,,471.64
2013-02-05,5.0,,,472.27
2013-02-06,5.0,,,472.39
2013-02-07,5.0,,,473.23
2013-02-08,5.0,,,472.62
2013-02-11,5.0,,,472.55
2013-02-12,5.0,,,472.71
2013-02-13,5.0,,,472.2
2013-02-14,5.0,,,470.67
2013-02-15,5.0,,,470.83
2013-02-18,5.0,,,470.87
2013-02-19,5.0,,,471.89
2013-02-20,5.0,,,472.21
2013-02-21,5.0,,,472.83
2013-02-22,5.0,,,473.6
2013-02-25,5.0,,,473.18
2013-02-26,5.0,,,473.02
2013-02-27,5.0,,,473.44
2013-02-28,5.0,,,473.3
2013-03-01,5.0,3.9,0.4,472.96
2013-03-04,5.0,,,474.31
2013-03-05,5.0,,,474.82
2013-03-06,5.0,,,473.01
2013-03-07,5.0,,,472.7
2013-03-08,5.0,,,472.06
2013-03-11,5.0,,,471.9
2013-03-12,5.0,,,471.69
2013-03-13,5.0,,,471.16
2013-03-14,5.0,,,471.28
2013-03-15,5.0,,,471.1
2013-03-18,5.0,,,471.63
2013-03-19,5.0,,,472.38
2013-03-20,5.0,,,472.34
2013-03-21,5.0,,,472.79
2013-03-22,5.0,,,473.03
2013-03-25,5.0,,,472.77
2013-03-26,5.0,,,472.6
2013-03-27,5.0,,,472.61
2013-03-28,5.0,,,472.54
2013-04-01,5.0,4.2,-0.5,472.03
2013-04-02,5.0,,,472.51
2013-04-03,5.0,,,472.55
2013-04-04,5.0,,,472.38
2013-04-05,5.0,,,470.83
2013-04-08,5.0,,,469.28
2013-04-09,5.0,,,467.38
2013-04-10,5.0,,,466.5
2013-04-11,5.0,,,468.54
2013-04-12,5.0,,,468.74
2013-04-15,5.0,,,469.24
2013-04-16,5.0,,,472.12
2013-04-17,5.0,,,472.07
2013-04-18,5.0,,,473.8
2013-04-19,5.0,,,475.93
2013-04-22,5.0,,,476.8
2013-04-23,5.0,,,477.74
2013-04-24,5.0,,,477.42
2013-04-25,5.0,,,474.84
2013-04-26,5.0,,,472.73
2013-04-29,5.0,,,472.05
2013-04-30,5.0,,,471.54
2013-05-01,,3.5,0.0,
2013-05-02,5.0,,,471.31
2013-05-03,5.0,,,472.44
2013-05-06,5.0,,,469.73
2013-05-07,5.0,,,469.64
2013-05-08,5.0,,,470.07
2013-05-09,5.0,,,471.06
2013-05-10,5.0,,,472.03
2013-05-13,5.0,,,474.04
2013-05-14,5.0,,,475.68
2013-05-15,5.0,,,477.32
2013-05-16,5.0,,,478.71
2013-05-17,5.0,,,479.04
2013-05-20,5.0,,,480.81
2013-05-22,5.0,,,483.39
2013-05-23,5.0,,,484.51
2013-05-24,5.0,,,488.85
2013-05-27,5.0,,,488.86
2013-05-28,5.0,,,489.99
2013-05-29,5.0,,,490.31
2013-05-30,5.0,,,490.65
2013-05-31,5.0,,,492.8
2013-06-01,,3.8,0.6,
2013-06-03,5.0,,,499.78
2013-06-04,5.0,,,501.99
2013-06-05,5.0,,,499.85
2013-06-06,5.0,,,502.48
2013-06-07,5.0,,,505.09
2013-06-10,5.0,,,501.52
2013-06-11,5.0,,,504.75
2013-06-12,5.0,,,503.59
2013-06-13,5.0,,,498.85
2013-06-14,5.0,,,496.71
2013-06-17,5.0,,,492.59
2013-06-18,5.0,,,492.9
2013-06-19,5.0,,,499.12
2013-06-20,5.0,,,500.68
2013-06-21,5.0,,,512.6
2013-06-24,5.0,,,514.38
2013-06-25,5.0,,,513.4
2013-06-26,5.0,,,508.56
2013-06-27,5.0,,,505.02
2013-06-28,5.0,,,503.86
2013-07-01,5.0,5.9,0.3,507.16
2013-07-02,5.0,,,504.99
2013-07-03,5.0,,,503.42
2013-07-04,5.0,,,503.21
2013-07-05,5.0,,,501.44
2013-07-08,5.0,,,506.96
2013-07-09,5.0,,,506.61
2013-07-10,5.0,,,507.65
2013-07-11,5.0,,,508.29
2013-07-12,5.0,,,505.73
2013-07-15,5.0,,,504.54
2013-07-17,5.0,,,501.59
2013-07-18,5.0,,,497.79
2013-07-19,5.0,,,499.52
2013-07-22,5.0,,,502.37
2013-07-23,5.0,,,503.05
2013-07-24,5.0,,,504.35
2013-07-25,5.0,,,504.34
2013-07-26,5.0,,,505.43
2013-07-29,5.0,,,506.5
2013-07-30,5.0,,,509.89
2013-07-31,5.0,,,514.34
2013-08-01,5.0,4.7,0.2,515.42
2013-08-02,5.0,,,514.42
2013-08-05,5.0,,,513.63
2013-08-06,5.0,,,512.33
2013-08-07,5.0,,,514.04
