fecha,precio_real,precio_pred
2025-12-10,2962.7290039062477,2930.205179040159
2025-12-11,2931.731933593749,2968.5805156462447
2025-12-12,3039.7219238281245,2919.8780826808847
2025-12-15,3049.72119140625,3029.1680359967604
2025-12-16,3087.7177734374986,3044.966281268284
2025-12-17,3117.7148437499986,3075.4543774548983
2025-12-18,3140.7128906249995,3123.2548192626714
2025-12-19,3167.710449218749,3151.024164648578
2025-12-22,3234.7041015624973,3173.126684555567
2025-12-23,3223.705322265623,3235.4436326113228
2025-12-24,3223.705322265623,3230.66022833186
2025-12-26,3210.7062988281245,3236.8127837990805
2025-12-29,3315.6967773437523,3197.358215461124
2025-12-30,3278.7001953125023,3312.7769184630497
2025-12-31,3278.7001953125023,3272.244466400843
2026-01-01,3255.7023925781245,3279.980174997997
2026-01-02,3458.6838378906236,3261.8308202116364
2026-01-05,3541.6760253906277,3455.5721623621457
2026-01-06,3386.6904296875014,3543.2392795307096
2026-01-07,3335.6950683593764,3393.376799683243
2026-01-08,3472.6823730468755,3339.6935620046834
2026-01-09,3511.6789550781227,3468.9046295661346
2026-01-12,3531.677001953126,3517.0358906625474
2026-01-13,3575.6730957031245,3526.795995459095
2026-01-14,3664.6647949218777,3567.4137125090224
2026-01-15,3559.674560546875,3654.7646479313603
2026-01-16,3611.669677734376,3565.211673087669
2026-01-19,3546.67578125,3606.9404506255987
2026-01-20,3594.671386718752,3533.7818736402805
2026-01-21,3516.678466796874,3601.231316018899
2026-01-22,3583.6723632812486,3535.9003171046215
2026-01-23,3774.6547851562523,3588.184573778736
2026-01-26,3755.656494140627,3764.248520325947
2026-01-27,3707.660888671878,3759.8296205008965
2026-01-28,3785.653808593752,3717.4412702632358
2026-01-29,3647.6665039062523,3790.9088028017263
2026-01-30,3647.6665039062523,3644.49445071966
2026-02-01,3639.6672363281236,3649.454407135464
2026-02-02,3867.646240234374,3641.5759653797186
2026-02-03,3626.668457031249,3844.158359276826
2026-02-04,3534.676757812499,3638.9442492841904
2026-02-05,3580.672607421875,3531.2818191072865
2026-02-06,3817.6508789062523,3603.186948552637
2026-02-09,3647.6665039062523,3802.273552667611
2026-02-10,3869.6462402343736,3663.392820978111
2026-02-11,3728.658935546874,3845.5922898128415
2026-02-12,3710.6606445312473,3718.830874051973
2026-02-13,3745.657470703124,3716.5460644378736
2026-02-16,3616.669189453124,3742.8568264755895
2026-02-17,3999.6342773437527,3626.3415157224786
2026-02-18,3874.6457519531227,3965.133215546199
2026-02-19,3991.6350097656264,3883.938801478014
2026-02-20,4080.6269531250005,3993.4793598354413
2026-02-23,4212.61474609375,4054.183886155585
2026-02-24,4454.592773437499,4215.877791623879
2026-02-25,4259.610351562502,4441.273291728425
2026-02-26,4327.6044921875,4275.861584998131
2026-02-27,4327.6044921875,4318.737751543743
2026-03-01,4157.61962890625,4329.525135915111
2026-03-02,3914.6420898437505,4172.054047128307
2026-03-03,4044.6301269531255,3924.9761442369454
2026-03-04,3856.6474609375027,4045.766549579121
2026-03-05,3737.6582031249973,3866.9575202215374
2026-03-06,3661.665283203127,3739.1173635696405
2026-03-09,3880.645263671874,3684.264611814936
2026-03-10,3824.6501464843736,3857.7674279813764
2026-03-11,3707.660888671878,3827.736417413282
2026-03-12,3502.679687500002,3702.216871584517
2026-03-13,3520.6779785156273,3514.9467535649296
2026-03-16,3561.6743164062505,3537.6823838737705
2026-03-17,3468.682861328123,3558.179705260098
2026-03-18,3272.7006835937514,3455.9673107203034
2026-03-19,3142.7126464843736,3292.393355049548
2026-03-20,3372.6916503906273,3138.640158869193
2026-03-23,3380.6909179687523,3363.834035010664
2026-03-24,3473.682373046873,3374.4184604728734
2026-03-25,3245.7031249999973,3474.3145971163585
2026-03-26,3265.7014160156227,3251.19336710279
2026-03-27,3160.7109375000027,3246.564092322884
2026-03-30,3326.69580078125,3170.2843326465027
2026-03-31,3481.681640625,3345.1816456267134
2026-04-01,3456.683837890628,3474.0547140246013
2026-04-02,3456.6838378906277,3458.3138452150442
2026-04-03,3456.6838378906277,3458.1428162852126
2026-04-06,3470.1826171874986,3464.3933773071367
2026-04-07,3776.6545410156277,3469.9420929271696
2026-04-08,3676.6638183593777,3782.1234275008323
2026-04-09,3787.653564453126,3698.8751128323634
2026-04-10,3767.6555175781227,3780.4180162485013
2026-04-13,3874.6457519531227,3790.9645766901153
2026-04-14,3889.6442871093727,3883.4022454245037
2026-04-15,3769.9999999999977,3900.0578115935446
2026-04-16,3958.9999999999995,3789.1351722332593
2026-04-17,3783.500000000003,3954.033342083875
2026-04-20,3707.999999999997,3801.1294049984494
2026-04-21,3782.5,3708.3019469492106
2026-04-22,3831.0000000000014,3792.8120748777396
2026-04-23,3685.9999999999995,3818.061995286154
2026-04-24,3610.0000000000027,3714.285052078099
2026-04-27,3488.0000000000005,3622.5341985506884
2026-04-28,3438.0000000000023,3493.8024536431208
2026-04-29,3549.500000000001,3442.6347759383516
2026-04-30,3550.9999999999977,3553.623864849371
2026-05-01,3550.9999999999977,3555.568216515368
2026-05-04,3561.499999999999,3540.102080272882
2026-05-05,3818.5,3578.465900200566
2026-05-06,3898.499999999998,3815.8454568468874
2026-05-07,3904.5000000000005,3883.4422697192927
2026-05-08,4042.000000000002,3924.1691366360997
2026-05-11,3953.9999999999977,4036.4771286328646
2026-05-12,4298.999999999998,3966.9699745224743
2026-05-13,4267.000000000003,4270.214734161848
2026-05-14,3810.0000000000023,4278.695935506837
2026-05-15,3786.0,3834.6908721523214
2026-05-18,3649.000000000003,3792.091206618631
2026-05-19,3821.9999999999977,3653.3396431877395
2026-05-20,3894.000000000003,3821.470043325477
2026-05-21,3931.0000000000005,3886.455853380987
2026-05-22,3931.0,3936.704204192507
2026-05-25,4074.9999999999973,3932.6871352077965
2026-05-26,4093.000000000001,4067.686939377894
2026-05-27,4165.999999999999,4089.499564253832
2026-05-28,4098.000000000002,4171.993761992744
2026-05-29,4098.000000000002,4109.948307146864
